sample_size,seed,perspective,scenario,is_reference,decision_eligible,mean_net_benefit_eur,median_net_benefit_eur,p10_net_benefit_eur,p90_net_benefit_eur,probability_positive,probability_nonnegative,worst_decile_mean_eur,mean_regret_eur,p95_regret_eur,best_option_share,mean_pv_replacement_cost_eur,mean_replacement_count,preference_utility_probability_positive,preference_utility_worst_decile_mean_eur,preference_utility_median_net_benefit_eur,preference_based_score,conditional_preference_rank,pareto_on_core_metrics,positive_frequency_wilson95_low,positive_frequency_wilson95_high,comparison_sample_size,is_largest_sample_reference,abs_difference_vs_largest_mean_net_benefit_eur,abs_difference_vs_largest_probability_positive,abs_difference_vs_largest_p10_net_benefit_eur,abs_difference_vs_largest_worst_decile_mean_eur,abs_difference_vs_largest_p95_regret_eur,within_diagnostic_tolerances,metrics_evaluated
1000,42,owner,Deep renovation + PV,False,True,-1993263.8349251305,-1944461.7902910095,-2462452.354577941,-1578707.540963565,0.0,0.0,-2666549.365473896,1993263.8349251305,2603072.216888458,0.0,725910.8538424349,5.387,0.0,0.0,0.0,0.0,3,False,2.168404344971009e-19,0.0038267584855551234,25000,False,13556.783408318646,0.0,6278.454048848245,7039.546048738528,783.4879560647532,False,5
1000,42,owner,Envelope + heat pump,False,True,-839371.3079553948,-813827.908546706,-1057365.8165367562,-654171.8337281782,0.0,0.0,-1160246.28945064,839371.3079553948,1128851.178455632,0.0,338855.05256770895,2.557,0.0,0.0,0.0,0.0,3,False,2.168404344971009e-19,0.0038267584855551234,25000,False,5371.175547832041,0.0,10165.004626362585,14218.668296545744,9536.274273882387,True,5
1000,42,owner,Envelope retrofit,False,True,-344457.01598570595,-334621.3507825283,-448848.52984031726,-250817.37330649587,0.0,0.0,-495557.9166074514,344457.01598570595,482926.4471810505,0.0,84066.74849716948,1.516,0.0,0.3392561111900648,0.16537864921747172,0.1766221661426378,2,False,2.168404344971009e-19,0.0038267584855551234,25000,False,2655.472579626774,0.0,3077.2108132689027,7246.461004490615,5625.228966497234,True,5
1000,42,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
1000,42,tenant,Deep renovation + PV,False,True,1327714.5144907497,1260806.4352565098,782242.8674700997,2001923.3086379024,1.0,1.0,651889.324524572,0.0,0.0,1.0,725910.8538424349,5.387,1.0,1.0,1.0,0.9999999999999999,1,True,0.996173241514445,1.0,25000,False,5871.859462439781,0.0,12856.094752904144,6382.5075981140835,0.0,True,5
1000,42,tenant,Envelope + heat pump,False,True,750432.9573555795,711558.0923853322,435424.8247930065,1140440.1699422675,1.0,1.0,359055.3450177744,577281.5571351702,960815.5358726067,0.0,338855.05256770895,2.557,1.0,1.0,1.0,0.9999999999999999,1,False,0.996173241514445,1.0,25000,False,3455.8138714126544,0.0,8271.142976887175,3616.903006883047,17096.01864964317,True,5
1000,42,tenant,Envelope retrofit,False,True,374294.4461282558,355695.2390740707,221557.26333536065,563181.3049241834,1.0,1.0,184976.7312824638,953420.068362494,1612698.4440144931,0.0,84066.74849716948,1.516,1.0,1.0,0.8556952390740707,0.9494933336759246,3,False,0.996173241514445,1.0,25000,False,1637.6515677802963,0.0,3648.8857477512793,1795.035906471836,25853.0368127916,True,5
1000,42,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1327714.5144907497,2243407.626540644,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,35749.64798104111,False,5
1000,42,combined_private,Deep renovation + PV,False,True,-665549.320434381,-703914.1348879221,-1374339.1217955481,102429.04952985488,0.12,0.12,-1632761.07360046,769410.4727567157,1588757.2113732735,0.016,725910.8538424349,5.387,0.12,0.0,0.0,0.036,4,False,0.10129926060130913,0.14160907584771276,25000,False,7684.923945878516,0.0012800000000000034,1041.7513304620516,19139.19915769645,29750.2034654764,True,5
1000,42,combined_private,Envelope + heat pump,False,True,-88938.35059981552,-111852.45417165551,-481718.59391583863,337888.4778940423,0.363,0.363,-601818.3109019086,192799.5029221503,574441.1071198035,0.198,338855.05256770895,2.557,0.363,0.19757558546412193,0.3881475458283445,0.3139030959523632,3,False,0.3337729626449257,0.39327556918011636,25000,False,1915.361676419183,0.014639999999999986,13221.044016946806,12698.691308711539,11049.35996614478,False,5
1000,42,combined_private,Envelope retrofit,False,True,29837.430142549754,19326.446467201313,-158492.96397763395,238129.72455562034,0.557,0.557,-219937.29942545126,74023.72217978502,247145.29080688002,0.343,84066.74849716948,1.516,0.557,0.7067502674327316,0.5193264464672014,0.5962268498649765,1,True,0.5260523439907523,0.5875114055418946,25000,False,1017.8210118464303,0.022840000000000082,127.51944238026044,6077.223627854983,851.7227276210615,False,5
1000,42,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103861.15232233479,474135.52517831797,0.443,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,17426.246521027293,True,5
2500,42,owner,Deep renovation + PV,False,True,-1994456.219887252,-1965575.1856552153,-2441600.915994149,-1585662.0843721302,0.0,0.0,-2639998.3399280272,1994456.219887252,2573109.068577939,0.0,722773.9582011772,5.368,0.0,0.0,0.0,0.0,3,False,0.0,0.001534226061782461,25000,False,12364.398446197156,0.0,14572.984534943476,19511.47949713003,30746.636266583577,False,5
2500,42,owner,Envelope + heat pump,False,True,-838688.5715015079,-824544.4802679933,-1044080.9335721324,-653740.8225661884,0.0,0.0,-1140259.5361767968,838688.5715015079,1112196.6315599908,0.0,335845.9043100801,2.532,0.0,0.0,0.0,0.0,3,False,0.0,0.001534226061782461,25000,False,6053.912001719,0.0,3119.8783382612746,5768.084977297578,7118.272621758748,True,5
2500,42,owner,Envelope retrofit,False,True,-344561.3036655986,-337248.0056057098,-443777.7944055829,-252625.41818949897,0.0,0.0,-487462.4960830841,344561.3036655986,474710.07251972903,0.0,83019.21845759673,1.4996,0.0,0.35005000522255453,0.1627519943942902,0.17948069986589565,2,False,0.0,0.001534226061782461,25000,False,2551.1848997341003,0.0,1993.5246214654762,848.959519876691,2591.1456948242267,True,5
2500,42,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.001534226061782461,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
2500,42,tenant,Deep renovation + PV,False,True,1322960.764196044,1244974.892052378,763430.1541309908,1986596.6022434842,1.0,1.0,641822.3210642458,0.0,0.0,1.0,722773.9582011772,5.368,1.0,1.0,1.0,0.9999999999999999,1,True,0.9984657739382173,0.9999999999999999,25000,False,10625.609757145401,0.0,5956.618586204713,3684.4958622121485,0.0,False,5
2500,42,tenant,Envelope + heat pump,False,True,747696.9735028967,701539.4714481188,423439.3359328615,1132909.7827287219,1.0,1.0,353085.9943660991,575263.7906931472,969579.28788289,0.0,335845.9043100801,2.532,1.0,1.0,1.0,0.9999999999999999,1,False,0.9984657739382173,0.9999999999999999,25000,False,6191.797724095406,0.0,3714.3458832578617,2352.447644792206,8332.266639359877,True,5
2500,42,tenant,Envelope retrofit,False,True,372960.66168209346,351008.50393933675,216055.89120790717,558946.3537819142,1.0,1.0,182178.76773656337,950000.1025139508,1627271.964056138,0.0,83019.21845759673,1.4996,1.0,1.0,0.8510085039393368,0.9478529763787678,3,False,0.9984657739382173,0.9999999999999999,25000,False,2971.4360139426426,0.0,1852.4863797021972,1002.9276394285844,11279.516771146795,True,5
2500,42,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1322960.764196044,2263481.4099879856,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.001534226061782461,25000,False,0.0,0.0,0.0,0.0,15675.864533699583,True,5
2500,42,combined_private,Deep renovation + PV,False,True,-671495.4556912082,-719387.1823678378,-1365534.8081012948,80791.33549561095,0.12,0.12,-1604329.179100136,777002.6822652143,1570066.9686152076,0.0208,722773.9582011772,5.368,0.12,0.0,0.0,0.036,4,False,0.10784117840473456,0.1333248334022201,25000,False,1738.788689051289,0.0012800000000000034,7762.5623637912795,9292.695342627587,11059.960707410472,True,5
2500,42,combined_private,Envelope + heat pump,False,True,-90991.59799861108,-126168.47278102319,-467529.13440196717,322716.16116608225,0.3476,0.3476,-586655.2493098044,196498.82457261704,566925.2213009625,0.1928,335845.9043100801,2.532,0.3476,0.2177930009202608,0.37383152721897683,0.3113485848487332,3,False,0.3291796578265031,0.36648797427712826,25000,False,137.8857223763771,0.0007599999999999829,968.4154969246592,2464.3702833926072,3533.4741473037284,True,5
2500,42,combined_private,Envelope retrofit,False,True,28399.358016494847,14994.861328945208,-159233.05190294766,236360.82130975398,0.5436,0.5436,-214796.1803627409,77107.86855751112,249114.7561434879,0.33,83019.21845759673,1.4996,0.5436,0.7136050928496789,0.5149948613289452,0.5930899839625183,1,True,0.5240229952979728,0.5630432201894396,25000,False,420.2511142084768,0.009440000000000004,612.5684829334496,936.1045651446329,1117.742608986824,True,5
2500,42,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105507.22657400597,488105.1107996591,0.4564,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.001534226061782461,25000,False,0.0,0.0,0.0,0.0,3456.6608996861614,True,5
5000,42,owner,Deep renovation + PV,False,True,-1999800.2918507294,-1971579.1310478179,-2445676.112462183,-1585132.5784607125,0.0,0.0,-2645394.1368707526,1999800.2918507294,2585546.1099898596,0.0,724338.1018046426,5.3672,0.0,0.0,0.0,0.0,3,False,0.0,0.0007677019450571244,25000,False,7020.326482719742,0.0,10497.788066909648,14115.682554404717,18309.594854663126,True,5
5000,42,owner,Envelope + heat pump,False,True,-841530.091876357,-828136.640409352,-1043754.4445413268,-656656.1815484014,0.0,0.0,-1140474.090447308,841530.091876357,1113592.9686019723,0.0,337013.51252631785,2.5356,0.0,0.0,0.0,0.0,3,False,0.0,0.0007677019450571244,25000,False,3212.3916268699104,0.0,3446.3673690668074,5553.530706786318,5721.93557977723,True,5
5000,42,owner,Envelope retrofit,False,True,-345495.1796441574,-338911.52808254416,-443381.59415034344,-253776.00349000198,0.0,0.0,-487359.21533905895,345495.1796441574,475734.71943302074,0.0,83120.54392604872,1.5006,0.0,0.3501877128812547,0.16108847191745584,0.17894666467954867,2,False,0.0,0.0007677019450571244,25000,False,1617.3089211753104,0.0,2389.724876704917,952.2402639018255,1566.4987815325148,True,5
5000,42,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.0007677019450571244,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
5000,42,tenant,Deep renovation + PV,False,True,1335032.1593046738,1253804.2213732009,768413.4975650648,2021404.1641881263,1.0,1.0,646951.8788703129,0.0,0.0,1.0,724338.1018046426,5.3672,1.0,1.0,1.0,0.9999999999999999,1,True,0.9992322980549431,1.0,25000,False,1445.7853514843155,0.0,973.2751521307509,1445.0619438550202,0.0,True,5
5000,42,tenant,Envelope + heat pump,False,True,754710.739450556,709000.1887546391,426103.92398184096,1150656.02536881,1.0,1.0,356194.19990731357,580321.4198541178,988207.094103114,0.0,337013.51252631785,2.5356,1.0,1.0,1.0,0.9999999999999999,1,False,0.9992322980549431,1.0,25000,False,821.9682235638611,0.0,1049.7578342783963,755.7578964222339,10295.539580864133,True,5
5000,42,tenant,Envelope retrofit,False,True,376339.0578886835,353546.6605768832,217682.46018413777,568478.6599977612,1.0,1.0,183597.57592564245,958693.1014159903,1656051.2417207423,0.0,83120.54392604872,1.5006,1.0,1.0,0.8535466605768832,0.9487413312019091,3,False,0.9992322980549431,1.0,25000,False,406.96019264741335,0.0,225.91740347159794,415.8805496504938,17499.76089345757,True,5
5000,42,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1335032.1593046738,2303828.350383799,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.0007677019450571244,25000,False,0.0,0.0,0.0,0.0,24671.075862113852,True,5
5000,42,combined_private,Deep renovation + PV,False,True,-664768.1325460555,-713161.3041514673,-1361792.680696964,96876.40160122674,0.1238,0.1238,-1606833.1494182663,773203.533308247,1553012.2714057567,0.0242,724338.1018046426,5.3672,0.1238,0.0,0.0,0.03714,4,False,0.11495870684852674,0.13321891209493422,25000,False,8466.111834204057,0.0025199999999999945,11504.689768122043,6788.725024497369,5994.73650204041,True,5
5000,42,combined_private,Envelope + heat pump,False,True,-86819.35242580104,-120941.04287054499,-463478.01185314247,331610.62073871645,0.3512,0.3512,-584602.7636363616,195254.75318799246,558477.8810177237,0.1942,337013.51252631785,2.5356,0.3512,0.22052964848485124,0.379058957129455,0.31521601196500715,3,False,0.3380877262288408,0.36454074187000834,25000,False,4034.359850433655,0.002840000000000009,5019.538045749359,4516.855956835439,4913.866135935066,True,5
5000,42,combined_private,Envelope retrofit,False,True,30843.878244526033,16050.140253381345,-155273.3256726863,238308.36973003566,0.5452,0.5452,-213051.65463282316,77591.52251766539,250800.47267367807,0.3268,83120.54392604872,1.5006,0.5452,0.7159311271562357,0.5160501402533814,0.5947534435933659,1,True,0.5313682623429132,0.5589623374012536,25000,False,2024.2691138227092,0.01104000000000005,3347.157747327903,808.4211647731136,2803.4591391769936,False,5
5000,42,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108435.40076219144,496769.46510417544,0.4548,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.0007677019450571244,25000,False,0.0,0.0,0.0,0.0,5207.693404830177,True,5
10000,42,owner,Deep renovation + PV,False,True,-2005551.6281109978,-1977694.497144491,-2452868.533126153,-1588412.4624940269,0.0,0.0,-2657199.5338583374,2005551.6281109978,2598227.024798075,0.0,724642.1028272365,5.3598,0.0,0.0,0.0,0.0,3,False,0.0,0.00038399837067659573,25000,False,1268.990222451277,0.0,3305.3674029395916,2310.2855668198317,5628.680046447553,True,5
10000,42,owner,Envelope + heat pump,False,True,-844121.2068440233,-831823.3637483187,-1044867.9380349866,-657764.3892261414,0.0,0.0,-1144422.5514166884,844121.2068440233,1116204.9033054353,0.0,337096.01554012054,2.5297,0.0,0.0,0.0,0.0,3,False,0.0,0.00038399837067659573,25000,False,621.2766592035769,0.0,2332.8738754070364,1605.0697374059819,3110.0008763142396,True,5
10000,42,owner,Envelope retrofit,False,True,-346766.2201556489,-340947.38479482185,-444386.74257088784,-254748.1658447574,0.0,0.0,-487753.51456326066,346766.2201556489,476108.53531143843,0.0,83146.21908708526,1.4968,0.0,0.3496619805823191,0.15905261520517816,0.17805010852562403,2,False,0.0,0.00038399837067659573,25000,False,346.26840968383476,0.0,1384.5764561605174,557.9410397001193,1192.6829031148227,True,5
10000,42,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
10000,42,tenant,Deep renovation + PV,False,True,1335811.255146869,1251645.312550296,769559.5524021426,2019502.9449025835,1.0,1.0,647902.8142272215,0.0,0.0,1.0,724642.1028272365,5.3598,1.0,1.0,1.0,0.9999999999999999,1,True,0.9996160016293234,1.0,25000,False,2224.8811936795246,0.0,172.7796849469887,2395.9973007636145,0.0,True,5
10000,42,tenant,Envelope + heat pump,False,True,755174.4368684479,707142.87982988,427033.3582867044,1150656.02536881,1.0,1.0,356811.6653906729,580636.8182784211,986910.1126687921,0.0,337096.01554012054,2.5297,1.0,1.0,1.0,0.9999999999999999,1,False,0.9996160016293234,1.0,25000,False,1285.6656414557947,0.0,120.32352941494901,1373.2233797815861,8998.558146542287,True,5
10000,42,tenant,Envelope retrofit,False,True,376555.6793271538,353046.66275544686,218165.42178024014,568131.9398278027,1.0,1.0,183853.52520113302,959255.5758197152,1652869.5711141408,0.0,83146.21908708526,1.4968,1.0,1.0,0.8530466627554468,0.9485663319644062,3,False,0.9996160016293234,1.0,25000,False,623.581631117675,0.0,257.0441926307685,671.8298251410597,14318.090286856052,True,5
10000,42,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1335811.255146869,2299255.6804198027,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,20098.40589811746,True,5
10000,42,combined_private,Deep renovation + PV,False,True,-669740.3729641287,-714995.6151404199,-1369258.7132507644,89920.13385215362,0.1223,0.1223,-1606502.8923527608,777508.2597499986,1548014.1997309176,0.0246,724642.1028272365,5.3598,0.1223,0.0,0.0,0.03669,4,False,0.11602316252975467,0.12886690983945442,25000,False,3493.8714161308017,0.001020000000000007,4038.6572143216617,7118.982090002857,10992.808176879538,True,5
10000,42,combined_private,Envelope + heat pump,False,True,-88946.76997557547,-122637.00850192136,-465098.41350366094,332155.8815048007,0.3499,0.3499,-584287.6285101157,196714.6567614454,557598.6750655938,0.1908,337096.01554012054,2.5297,0.3499,0.2209498286531791,0.3773629914980786,0.31437948705294017,3,False,0.34061143958624557,0.35930383672463145,25000,False,1906.942300659226,0.0015399999999999858,3399.1363952308893,4831.991083081346,5793.072088064975,True,5
10000,42,combined_private,Envelope retrofit,False,True,29789.459171504855,13331.816540531363,-157665.00630915855,239068.84698854818,0.5381,0.5381,-212595.25138827093,77978.42761436508,248150.35497338095,0.3227,83146.21908708526,1.4968,0.5381,0.7165396648156388,0.5133318165405314,0.5918850184746596,1,True,0.5283159075048712,0.5478548318192832,25000,False,969.8500408015316,0.003940000000000055,955.4771108556597,1264.8244093253452,153.3414388798701,True,5
10000,42,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107767.88678586994,492776.1550012476,0.4619,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.00038399837067659573,25000,False,0.0,0.0,0.0,0.0,1214.3833019023295,True,5
25000,42,owner,Deep renovation + PV,False,True,-2006820.6183334491,-1982901.3248956986,-2456173.9005290926,-1589233.361570109,0.0,0.0,-2659509.8194251573,2006820.6183334491,2603855.7048445228,0.0,725411.4321093595,5.36604,0.0,0.0,0.0,0.0,3,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,owner,Envelope + heat pump,False,True,-844742.4835032269,-833240.548723258,-1047200.8119103936,-656574.4025233783,0.0,0.0,-1146027.6211540943,844742.4835032269,1119314.9041817496,0.0,337451.7903050777,2.5326,0.0,0.0,0.0,0.0,3,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,owner,Envelope retrofit,False,True,-347112.4885653327,-342166.91779988795,-445771.31902704836,-254084.41492792807,0.0,0.0,-488311.4556029608,347112.4885653327,477301.21821455326,0.0,83359.88839841008,1.49896,0.0,0.3489180591960523,0.15783308220011205,0.17736289948865752,2,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,tenant,Deep renovation + PV,False,True,1333586.3739531895,1255481.471362419,769386.7727171956,2008917.375552403,1.0,1.0,645506.8169264579,0.0,0.0,1.0,725411.4321093595,5.36604,1.0,1.0,1.0,0.9999999999999999,1,True,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,tenant,Envelope + heat pump,False,True,753888.7712269921,708736.1776032909,427153.68181611935,1144586.4574304505,1.0,1.0,355438.44201089133,579697.6027261973,977911.5545222498,0.0,337451.7903050777,2.5326,1.0,1.0,1.0,0.9999999999999999,1,False,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,tenant,Envelope retrofit,False,True,375932.0976960361,353945.2337923519,217908.37758760937,565098.6342835183,1.0,1.0,183181.69537599196,957654.2762571535,1638551.4808272847,0.0,83359.88839841008,1.49896,1.0,1.0,0.8539452337923519,0.948880831827323,3,False,0.9998463652544344,1.0,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1333586.3739531895,2279157.274521685,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,combined_private,Deep renovation + PV,False,True,-673234.2443802595,-717145.5592410447,-1373297.370465086,85282.47101020408,0.12128,0.12128,-1613621.8744427636,779835.1663929711,1559007.0079077971,0.02484,725411.4321093595,5.36604,0.12128,0.0,0.0,0.036384,4,False,0.1172914057405983,0.1253849633610831,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,combined_private,Envelope + heat pump,False,True,-90853.7122762347,-123927.68295477117,-468497.5498988918,330721.635789368,0.34836,0.34836,-589119.619593197,197454.6342889462,563391.7471536588,0.19164,337451.7903050777,2.5326,0.34836,0.2145071738757373,0.37607231704522887,0.31121082182233817,3,False,0.3424776688519989,0.3542889254936364,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,combined_private,Envelope retrofit,False,True,28819.609130703324,11647.963874730554,-158620.4834200142,237837.52744539865,0.53416,0.53416,-213860.07579759628,77781.31288200818,247997.01353450108,0.31768,83359.88839841008,1.49896,0.53416,0.7148532322698716,0.5116479638747305,0.5895234186506106,1,True,0.5279717560672632,0.5403377476069198,25000,True,0.0,0.0,0.0,0.0,0.0,,5
25000,42,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,106600.92201271148,491561.77169934526,0.46584,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,0.0,0.00015363474556582426,25000,True,0.0,0.0,0.0,0.0,0.0,,5
1000,104729,owner,Deep renovation + PV,False,True,-2023060.9669069005,-1999417.1425450495,-2473545.5458943695,-1620353.4687262112,0.0,0.0,-2688717.8786697537,2023060.9669069005,2624109.3840517914,0.0,734665.7698252904,5.383,0.0,0.0,0.0,0.0,3,False,2.168404344971009e-19,0.0038267584855551234,25000,False,21250.13128225971,0.0,19928.08119386621,33954.05986103369,23328.78791189054,False,5
1000,104729,owner,Envelope + heat pump,False,True,-849995.4434186743,-836816.9705833852,-1048991.167030994,-668380.0574008112,0.0,0.0,-1156521.4192769928,849995.4434186743,1132708.1092580527,0.0,340143.7735143484,2.537,0.0,0.0,0.0,0.0,3,False,2.168404344971009e-19,0.0038267584855551234,25000,False,7795.139939603512,0.0,2312.08342297317,13386.766907707555,16562.833184723742,True,5
1000,104729,owner,Envelope retrofit,False,True,-350346.6319028331,-346032.2793886253,-446678.29728065757,-259115.733081577,0.0,0.0,-493503.3176571029,350346.6319028331,483543.68793567416,0.0,85257.05255231241,1.509,0.0,0.34199557645719614,0.1539677206113747,0.1735871539739998,2,False,2.168404344971009e-19,0.0038267584855551234,25000,False,4380.185599622084,0.0,653.1876020734198,5578.197448116785,6292.416446990741,True,5
1000,104729,owner,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,1,True,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,0.0,True,5
1000,104729,tenant,Deep renovation + PV,False,True,1353157.963427439,1274313.2417772925,788965.769093697,2037251.78834972,1.0,1.0,645278.129722305,0.0,0.0,1.0,734665.7698252904,5.383,1.0,1.0,1.0,0.9999999999999999,1,True,0.996173241514445,1.0,25000,False,20825.811194679933,0.0,20251.861670873826,2941.7377892518416,0.0,False,5
1000,104729,tenant,Envelope + heat pump,False,True,765126.5262324475,718210.2089657825,437286.93045331887,1158928.12634202,1.0,1.0,355061.3215483928,588031.4371949916,973709.2847719099,0.0,340143.7735143484,2.537,1.0,1.0,1.0,0.9999999999999999,1,False,0.996173241514445,1.0,25000,False,11991.978723207372,0.0,10112.15149791236,1466.9569186271983,3337.2678602825617,False,5
1000,104729,tenant,Envelope retrofit,False,True,381426.82234748517,359301.41176080855,223581.82433847446,573498.3326060489,1.0,1.0,183150.3919305318,971731.1410799539,1633533.0810944631,0.0,85257.05255231241,1.509,1.0,1.0,0.8593014117608085,0.9507554941162829,3,False,0.996173241514445,1.0,25000,False,5842.451878988708,0.0,5884.677251874848,856.8137097106082,3761.159119465854,True,5
1000,104729,tenant,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1353157.963427439,2271706.8189390497,0.0,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,4,False,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,5798.957996175624,True,5
1000,104729,combined_private,Deep renovation + PV,False,True,-669903.0034794614,-721706.2259526856,-1355510.3053256464,68970.11502379853,0.119,0.119,-1607048.6163889726,779668.0908822976,1535391.0226501133,0.026,734665.7698252904,5.383,0.119,0.0,0.0,0.035699999999999996,4,False,0.10037518436701058,0.1405408055989824,25000,False,424.32008757966105,0.005280000000000007,13976.266411786433,4515.945299148792,11009.195084708277,True,5
1000,104729,combined_private,Envelope + heat pump,False,True,-84868.9171862266,-121221.14956011518,-455711.61669542873,334232.51009077503,0.355,0.355,-582871.4636182797,194634.00458906282,550795.9111147264,0.214,340143.7735143484,2.537,0.355,0.22283804850896044,0.3787788504398848,0.3170659146320958,3,False,0.3259484631755532,0.38516129678525773,25000,False,4196.83878360402,0.0040799999999999725,11578.961321280687,5540.894715829287,6478.80132756196,True,5
1000,104729,combined_private,Envelope retrofit,False,True,31080.19044465209,12366.691825523292,-152256.46511600478,244722.85605384753,0.537,0.537,-212102.61007477317,78684.89695818411,250369.68540886353,0.297,85257.05255231241,1.509,0.537,0.7171965199003024,0.5123666918255233,0.591447124104039,1,True,0.5060124890263216,0.5677043308457475,25000,False,1462.266279366675,0.0021999999999999797,3520.6516183294298,302.9512977253471,1408.6834446951689,True,5
1000,104729,combined_private,Reference: no additional intervention,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109765.0874028362,531107.0499928582,0.463,0.0,0.0,0.0,1.0,0.5,0.5249999999999999,2,True,2.168404344971009e-19,0.0038267584855551234,25000,False,0.0,0.0,0.0,0.0,34786.182779136114,False,5
2500,104729,owner,Deep renovation + PV,False,True,-2007375.5449286576,-1977738.447438248,-2468609.1902897134,-1598557.6458084295,0.0,0.0,-2667198.665065891,2007375.5449286576,2616819.265291284,0.0,728790.1657974524,5.3824,0.0,0.0,0.0,0.0,3,False,0.0,0.001534226061782461,25000,False,5564.709304016782,0.0,14991.725589210168,12434.846257171128,16038.669151382986,True,5
2500,104729,owner,Envelope + heat pump,False,True,-842682.7495096703,-830055.5810900207,-1043063.700603425,-660313.4534390857,0.0,0.0,-1147283.7951981025,842682.7495096703,1126172.9136405734,0.0,337083.0271135463,2.5328,0.0,0.0,0.0,0.0,3,False,0.0,0.001534226061782461,25000,False,482.4460305995308,0.0,3615.383004595875,4149.1428288172465,10027.63756724447,True,5
